budget,popularity,revenue,runtime,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science_Fiction,Thriller,War,Western,Other_language,de_language,en_language,es_language,fr_language,ja_language,Columbia Pictures,Dune Entertainment,New Line Cinema,Other_company,Paramount Pictures,Relativity Media,Twentieth Century Fox Film Corporation,Universal Pictures,Village Roadshow Pictures,Walt Disney Pictures,Warner Bros.,Canada,France,Germany,Other_country,United Kingdom,United States of America,year,month,day,weekday,day_of_year,gdp
35000000,50.179171,108758521,91.0,5.6,1462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,5,4,2,125,18804913
35000000,38.429648,88058786,134.0,5.6,896,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,12,20,3,355,16253970
35000000,13.707843,92219310,88.0,5.2,210,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2009,11,24,1,328,14478067
35000000,14.503568,69307224,91.0,5.2,253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,2007,7,4,2,185,14474228
33000000,40.715623,102984862,100.0,6.4,2065,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,2002,3,15,4,74,10929108
35000000,25.903237,85416905,100.0,5.2,613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2008,10,15,2,289,14769862
40000000,60.231382,173930596,109.0,6.7,3417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,10,27,3,300,15599732
35000000,18.38292,77477008,106.0,5.7,458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,4,23,4,113,15048971
35000000,14.029012,59901913,112.0,5.9,296,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,5,5,3,125,15599732
35000000,50.587541,120072577,150.0,8.0,1864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,2002,9,24,1,267,10929108
35000000,28.069419,84606030,137.0,6.0,741,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,11,9,2,313,15599732
35000000,12.677505,32483410,101.0,5.9,238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,1,22,1,22,14769862
35000000,23.835055,93246388,109.0,6.0,436,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,2010,3,26,4,85,15048971
31000000,22.71592,27388767,96.0,5.9,437,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2004,4,9,4,100,12217196
35000000,35.120736,50363790,123.0,7.0,823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,2015,11,12,3,316,18295019
35000000,19.893646,82087155,106.0,5.6,961,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,9,22,3,265,15599732
56000000,29.490057,19701164,109.0,5.7,593,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,1,18,4,18,16880683
35000000,17.709888,31083599,91.0,6.2,832,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,8,24,4,237,16253970
35000000,13.668632999999998,39340177,92.0,4.6,149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2010,4,2,4,92,15048971
35000000,10.73522,18317151,96.0,6.6,212,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,12,21,4,355,14474228
35000000,16.343317000000006,27409889,105.0,7.0,322,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2009,3,4,2,63,14478067
40000000,14.818718,12206028,101.0,5.3,220,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2009,9,9,2,252,14478067
32000000,43.862456,54674226,139.0,6.5,987,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,5,18,2,138,15599732
20500000,17.112498000000002,10089373,102.0,5.6,294,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2008,12,5,4,340,14769862
35000000,37.335721,61181942,123.0,6.9,1121,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,9,30,2,273,18295019
34000000,131.815575,348319861,113.0,7.0,5371,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2014,9,10,2,253,17608138
35000000,24.606012,15304890,96.0,6.8,827,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2006,9,6,2,249,13815583
50000000,12.601306,79958599,101.0,5.3,110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,2001,3,13,1,72,10581929
30000000,23.328823,64626786,89.0,4.8,469,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,12,22,3,356,15599732
33000000,35.099611,54700105,124.0,6.1,766,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2004,4,15,3,106,12217196
30000000,31.92695,40346186,94.0,6.3,799,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,4,16,0,107,16253970
32350000,46.509071,572700000,135.0,7.9,4665,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1983,5,23,0,143,3634038
35000000,20.908494,24159934,98.0,5.3,394,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,2,23,3,54,16253970
32000000,14.642055,80197993,92.0,5.6,359,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2006,6,16,4,167,13815583
32500000,17.107065,288383523,125.0,6.5,1661,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2011,4,28,3,118,15599732
32000000,38.21708,126041322,107.0,6.3,2359,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,6,12,2,163,16880683
32000000,18.47242,69055695,107.0,6.0,394,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,8,26,3,238,15048971
32000000,15.901137,83615414,107.0,5.3,313,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2011,2,16,2,47,15599732
32000000,59.19888,147332697,93.0,7.1,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2011,3,30,2,89,15599732
30000000,23.197408,77566815,101.0,6.3,1018,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2007,2,23,4,54,14474228
32000000,25.799697,18409891,111.0,6.2,620,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,2010,3,18,3,77,15048971
32000000,5.347936,5914908,108.0,5.9,86,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2006,12,8,4,342,13815583
31500000,49.973462,89460381,153.0,8.0,2055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1979,8,15,2,227,2627333
32000000,13.611544,42045846,102.0,6.0,262,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,9,1,2,244,15048971
34000000,29.887404,210308099,126.0,5.9,541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1979,6,26,1,177,2627333
30000000,25.996219,136706683,113.0,7.4,821,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2000,9,29,4,273,10250952
30000000,46.212155,199200000,134.0,7.2,957,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1990,3,2,4,61,5963144
33000000,79.579532,327311859,127.0,8.1,5765,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,9,22,4,265,7639749
30000000,63.13678,210819611,112.0,7.3,3382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2009,8,5,2,217,14478067
30000000,70.456012,216763646,132.0,7.7,2439,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2004,12,15,2,350,12217196
29000000,55.109138,115603229,123.0,7.7,3067,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,6,25,4,177,12217196
30000000,30.695228000000004,160259319,111.0,6.1,978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,1,10,3,10,14769862
35000000,13.788422,155545279,102.0,6.0,449,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2009,4,10,4,100,14478067
25000000,33.704181,163670000,109.0,6.7,1205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2009,9,5,5,248,14478067
30000000,46.377628,47042000,118.0,6.6,4697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2012,9,26,2,270,16253970
30000000,50.670253,105173115,111.0,6.4,1172,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2008,4,17,3,108,14769862
45000000,24.694551,92374674,109.0,6.7,607,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2005,8,11,3,223,13039197
30000000,11.409124,63833449,99.0,5.8,205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2008,4,23,2,114,14769862
30000000,33.385428999999995,114663461,89.0,5.9,856,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,1,9,4,9,14478067
30000000,27.230493,152427960,131.0,6.0,506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1985,5,24,4,144,4338979
30000000,30.380747,192452832,85.0,6.8,643,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2005,9,4,6,247,13039197
30000000,14.585968,54819301,92.0,4.9,140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,4,13,4,104,16253970
40000000,43.571612,117195061,77.0,7.2,1894,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2005,9,9,4,252,13039197
30000000,45.083509,90810892,99.0,6.2,966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2009,3,15,6,74,14478067
25000000,82.05205600000002,65663276,112.0,7.4,1990,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,4,16,3,106,18295019
30000000,25.060342,159291809,107.0,6.6,582,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,8,4,2,216,15048971
30000000,32.26789,53653224,113.0,7.1,721,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,9,9,5,252,13815583
30000000,33.394082,75505973,113.0,6.2,767,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2007,10,17,2,290,14474228
30000000,73.987775,66486080,95.0,6.5,2263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,4,12,3,103,16253970
30000000,10.608998,84646831,84.0,3.7,359,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,1,24,3,24,14769862
30000000,31.191975,63782078,111.0,6.5,1263,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2011,4,7,3,97,15599732
30000000,20.355458,36160375,98.0,5.7,359,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2011,6,30,3,181,15599732
30000000,63.848541,82394288,100.0,5.8,1463,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,10,16,2,289,16880683
30000000,48.237797,63372757,106.0,6.4,1323,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,2,7,3,38,16880683
30000000,19.143721,14460000,63.0,6.8,258,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2011,4,13,2,103,15599732
30000000,20.063165,108609310,108.0,5.8,339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,2011,2,3,3,34,15599732
30000000,27.71063,53909751,124.0,5.7,457,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2012,4,27,4,118,16253970
30000000,34.421696000000004,51148651,133.0,6.9,905,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2010,11,18,3,322,15048971
30000000,15.89534,31070211,87.0,4.8,458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,3,3,4,62,13815583
30000000,20.236951,102820008,112.0,6.6,1233,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,11,22,0,326,15048971
35000000,12.779201,25224242,126.0,6.8,125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2005,2,12,5,43,13039197
30000000,10.703602,31148328,130.0,6.3,240,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2008,9,9,1,253,14769862
30000000,4.352422,15368897,96.0,5.0,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2003,6,16,0,167,11456450
17000000,18.27083,24922237,106.0,6.0,603,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2011,8,18,3,230,15599732
30000000,10.694417,13521829,86.0,4.8,131,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,4,29,4,119,15599732
30000000,6.353971,18618284,108.0,6.7,161,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2005,9,9,4,252,13039197
30000000,4.952735,8454301,134.0,7.2,129,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2010,10,26,1,299,15048971
30000000,22.975918,62616646,91.0,5.5,543,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,9,24,1,267,16880683
30000000,8.359599000000001,18195610,108.0,5.8,153,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2001,1,12,4,12,10581929
30000000,35.53352,14711793,160.0,7.0,776,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,2007,9,2,6,245,14474228
30000000,4.065212,108348,125.0,5.0,41,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2011,7,3,6,184,15599732
30000000,13.268935999999998,2527904,129.0,6.4,286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2011,9,23,4,266,15599732
19000000,66.242737,140752617,83.0,5.6,2238,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2016,7,11,0,193,18804913
29000000,20.55509,78636257,91.0,5.5,431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2016,4,7,3,98,18804913
28000000,92.982009,504050219,90.0,7.4,3416,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1992,11,25,2,330,6520327
28000000,61.76233000000001,201634991,147.0,7.7,1355,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,8,13,3,225,18295019
28000000,66.976776,333000000,118.0,7.1,2781,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1984,5,23,2,144,4037613
29000000,19.237254,48902953,110.0,6.6,392,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2016,5,6,4,127,18804913
28000000,57.518472,133346506,130.0,7.3,2607,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2015,12,11,4,345,18295019
28000000,44.529429,102356381,101.0,6.8,1016,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,3,19,4,79,12217196
28000000,26.090746,195312802,127.0,6.3,490,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1981,6,23,1,174,3207041
28000000,15.794946,92601050,104.0,6.1,327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,2007,7,25,2,206,14474228
28000000,25.039383,40547440,83.0,5.6,531,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2011,8,11,3,223,15599732
28000000,22.14595,100654149,81.0,6.1,493,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,10,8,2,281,17608138
28000000,36.58383,121147947,135.0,7.7,1358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2005,9,16,4,259,13039197
28000000,94.056131,33139618,117.0,7.9,3509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1982,6,25,4,176,3343789
28000000,13.145205,14010832,98.0,4.8,296,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2001,8,24,4,236,10581929
28000000,12.921594,7002261,108.0,5.8,195,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,9,11,4,254,18295019
28000000,28.397048,16374328,108.0,5.5,640,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,2,4,3,35,18804913
27500000,25.633663,187500000,131.0,6.2,527,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1983,6,5,6,156,3634038
30000000,22.527211,219076518,129.0,6.2,1214,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2007,6,1,4,152,14474228
